id,bmrbtype,bmrbid,dirname,bottlename,commonname
316,bmse,bmse000344,4_Guanidinobutyric_acid,4-Guanidinobutyric acid,4-Guanidinobutyric acid
317,bmse,bmse000345,Valeric_acid,Valeric acid,Valeric acid
318,bmse,bmse000346,Barbituric_acid,Barbituric acid,Barbituric acid
319,bmse,bmse000347,trans_2_Hydroxycinnamic_acid,trans-2-Hydroxycinnamic acid,trans-2-Hydroxycinnamic acid
320,bmse,bmse000349,Adenosine_3_monophosphate,Adenosine-3'-monophosphate,Adenosine-3'-monophosphate
321,bmse,bmse000350,m_Cresol,m-Cresol,m-Cresol
322,bmse,bmse000351,Hexanoic_acid,Hexanoic acid,Hexanoic acid
323,bmse,bmse000352,DL_threo_beta_Methylaspartate,DL-threo-beta-Methylaspartate,DL-threo-beta-Methylaspartate
324,bmse,bmse000353,Nepsilon_Acetyl_L_lysine,Nepsilon-Acetyl-L-lysine,Nepsilon-Acetyl-L-lysine
325,bmse,bmse000354,Pimelic_acid,Pimelic acid,Pimelic acid
326,bmse,bmse000355,4_methyl_5_thiazoleethanol,4-METHYL-5-THIAZOLEETHANOL,4-methyl-5-thiazoleethanol
327,bmse,bmse000356,p_Anisic_acid,p-Anisic_acid,p-Anisic_acid
328,bmse,bmse000358,chlorohydroquinone,chlorohydroquinone,chlorohydroquinone
329,bmse,bmse000360,2_chloroethanol,2-chloroethanol,2-chloroethanol
330,bmse,bmse000361,2_hydroxybutanoic_acid,(R)-2-hydroxybutyric acid,(R)-2-hydroxybutyric acid
331,bmse,bmse000362,2_hydroxyethylacetylene,3-butyn-1-ol,3-butyn-1-ol
332,bmse,bmse000363,2_propyn_1_ol,Propargyl alcohol,Propargyl alcohol
333,bmse,bmse000364,5_hydroxyindoleacetate,5-hydroxyindole-3-acetic acid,5-hydroxyindole-3-acetic acid
334,bmse,bmse000365,arbutin,arbutin,arbutin
335,bmse,bmse000367,chloroacetic_acid,Chloroacetic Acid,Chloroacetic Acid
336,bmse,bmse000368,cis_3_chloroacrylic_acid,cis-3-chloroacrylic acid,cis-3-chloroacrylic acid
337,bmse,bmse000369,cis_3_hexen_1_ol,cis-3-hexen-1-ol,cis-3-hexen-1-ol
338,bmse,bmse000370,decanoic_acid,decanoic acid,decanoic acid
339,bmse,bmse000371,diethanolamine,diethanolamine,diethanolamine
340,bmse,bmse000372,epsilon_caprolactam,epsilon-caprolactam,epsilon-caprolactam
341,bmse,bmse000373,isovaleric_acid,isovaleric-acid,isovaleric-acid
342,bmse,bmse000375,L_menthone,L-menthone,L-menthone
343,bmse,bmse000376,N_carbamyl_L_glutamate,N-carbamyl-L-glutamic acid,N-carbamyl-L-glutamic acid
344,bmse,bmse000377,phenethylamine,Phenethylamine,Phenethylamine
345,bmse,bmse000378,suberic_acid,suberic acid,suberic acid
346,bmse,bmse000379,triethanolamine,triethanolamine,triethanolamine
347,bmse,bmse000380,L_Cysteic_acid,L-Cysteic acid monohydrate,L-Cysteic acid
348,bmse,bmse000381,R_Pantolactone,(R)-(-)-Pantolactone,(R)-(-)-Pantolactone
349,bmse,bmse000382,N_Acetyl_L_glutamic_acid,N-Acetyl-L-glutamic acid,N-Acetyl-L-glutamic acid
350,bmse,bmse000383,4_Methyl_2_oxovaleric_acid,4-Methyl-2-oxovaleric acid,4-Methyl-2-oxovaleric acid
351,bmse,bmse000384,Guanidineacetic_acid,Guanidineacetic acid,Guanidineacetic acid
352,bmse,bmse000385,Pyrocatechol,Pyrocatechol,Pyrocatechol
353,bmse,bmse000387,Chlorogenic_acid,Chlorogenic acid,Chlorogenic acid
354,bmse,bmse000388,Cysteamine,Cysteamine,Cysteamine
355,bmse,bmse000389,Gallic_acid,Gallic acid monohydrate,Gallic acid
356,bmse,bmse000390,DL_2_Aminobutyric_acid,DL-2-Aminobutyric acid,DL-2-Aminobutyric acid
357,bmse,bmse000391,Phthalic_acid,Phthalic acid,Phthalic acid
358,bmse,bmse000392,Acrylamide,Acrylamide,Acrylamide
359,bmse,bmse000394,6_Aminohexanoic_acid,6-Aminohexanoic acid,6-Aminohexanoic acid
360,bmse,bmse000395,4_Chlorophenylacetate,4-Chlorophenylacetate,4-Chlorophenylacetate
361,bmse,bmse000396,alpha_Methylaminomethylbenzyl_alcohol,alpha-((Methylamino)methyl)benzyl alcohol,alpha-((Methylamino)methyl)benzyl alcohol
362,bmse,bmse000397,DL_Methionine_sulfoxide,DL-Methionine sulfoxide,DL-Methionine sulfoxide
363,bmse,bmse000398,Methylmalonic_acid,Methylmalonic acid,Methylmalonic acid
364,bmse,bmse000399,O_Phospho_L_serine,O-Phospho-L-serine,O-Phospho-L-serine
365,bmse,bmse000400,Ethanesulfonic_acid,"ETHANESULFONIC ACID, soldium salt monohydrate",Ethanesulfonic acid
366,bmse,bmse000401,DL_alpha_epsilon_Diaminopimelic_acid,"DL-alpha,epsilon-Diaminopimelic acid","DL-alpha,epsilon-Diaminopimelic acid"
367,bmse,bmse000402,Butyric_acid,Butyric acid,Butyric acid
368,bmse,bmse000403,Ala_Ala,Ala-Ala,Ala-Ala
369,bmse,bmse000404,Norepinephrine,(-)-Norepinephrine,(-)-Norepinephrine
370,bmse,bmse000405,Cyclohexanone,Cyclohexanone,Cyclohexanone
371,bmse,bmse000406,Glutaric_acid,Glutaric acid,Glutaric acid
372,bmse,bmse000407,Benzyl_alcohol,Benzyl alcohol,Benzyl alcohol
373,bmse,bmse000408,Hippuric_acid,Hippuric acid,Hippuric acid
374,bmse,bmse000409,dl_Indole_3_lactic_acid,dl-Indole-3-lactic acid,dl-Indole-3-lactic acid
375,bmse,bmse000410,Kynurenic_acid,Kynurenic acid,Kynurenic acid
376,bmse,bmse000411,L_Norleucine,L-Norleucine,L-Norleucine
377,bmse,bmse000412,Dihydrocoumarin,Dihydrocoumarin,Dihydrocoumarin
378,bmse,bmse000413,Tropic_acid,Tropic acid,Tropic acid
379,bmse,bmse000414,p_Toluic_acid,p-Toluic acid,p-Toluic acid
380,bmse,bmse000415,Resorcinol,Resorcinol,Resorcinol
381,bmse,bmse000416,Acetylenedicarboxylic_acid,Acetylenedicarboxylic acid,Acetylenedicarboxylic acid
382,bmse,bmse000417,quinaldic_acid,quinaldic acid,quinaldic acid
383,bmse,bmse000420,4_Chlorocatechol,4-Chlorocatechol,4-Chlorocatechol
384,bmse,bmse000421,5_methylcytosine,5-METHYLCYTOSINE hydrochloride,5-methylcytosine
385,bmse,bmse000422,4_Hydroxy_3_methoxycinnamaldehyde,4-Hydroxy-3-methoxycinnamaldehyde,4-Hydroxy-3-methoxycinnamaldehyde
386,bmse,bmse000423,N_acetyl_L_aspartic_acid,N-acetyl-L-aspartic acid,N-acetyl-L-aspartic acid
387,bmse,bmse000424,Adipic_acid,ADIPIC ACID,Adipic acid
388,bmse,bmse000425,Dihydrouracil,Dihydrouracil,Dihydrouracil
468,bmse,bmse000510,ergocalciferol,ergocalciferol,ergocalciferol
389,bmse,bmse000426,Trimethylamine_N_oxide,Trimethylamine N-oxide,Trimethylamine N-oxide
390,bmse,bmse000428,R_Citramalic_acid,R-(-)-Citramalic acid,R-(-)-Citramalic acid
391,bmse,bmse000429,DL_2_Aminoadipic_acid,DL-2-Aminoadipic acid,DL-2-Aminoadipic acid
392,bmse,bmse000430,DL_homocysteine,DL-HOMOCYSTEINE,DL-homocysteine
393,bmse,bmse000431,Cyclohexanol,Cyclohexanol,Cyclohexanol
394,bmse,bmse000432,Pyridine,Pyridine,Pyridine
395,bmse,bmse000433,o_Cresol,o-Cresol,o-Cresol
396,bmse,bmse000434,acetylcholine,Acetylcholine perchlorate,Acetylcholine
397,bmse,bmse000435,Glutaconic_acid,Glutaconic acid,Glutaconic acid
398,bmse,bmse000436,Guaiacol,Guaiacol,Guaiacol
399,bmse,bmse000437,Allantoin,Allantoin,Allantoin
400,bmse,bmse000438,4_Chlorobenzoic_acid,4-Chlorobenzoic acid,4-Chlorobenzoic acid
401,bmse,bmse000439,Isobutyric_acid,Isobutyric acid,Isobutyric acid
402,bmse,bmse000440,D_Glucosaminic_acid,D-Glucosaminic acid,D-Glucosaminic acid
403,bmse,bmse000441,4_Hydroxyphenylacetonitrile,4-Hydroxyphenylacetonitrile,4-Hydroxyphenylacetonitrile
404,bmse,bmse000442,L_homocitrulline,L-homocitrulline,L-homocitrulline
405,bmse,bmse000443,5_Hydroxymethyluracil,5-(Hydroxymethyl)uracil,5-(Hydroxymethyl)uracil
406,bmse,bmse000444,4_hydroxy_3_methoxybenzyl_alcohol,4-hydroxy-3-methoxybenzyl alcohol,4-hydroxy-3-methoxybenzyl alcohol
407,bmse,bmse000445,D_Panthenol,D-Panthenol,D-Panthenol
408,bmse,bmse000446,propanol,propanol,propanol
409,bmse,bmse000447,butanol,butanol,butanol
410,bmse,bmse000448,L_Histidinol,L-Histidinol dihydrochloride,L-Histidinol
411,bmse,bmse000449,Npai_Methyl_L_histidine,N(pai)-Methyl-L-histidine,1-Methyl-L-histidine
412,bmse,bmse000450,D_Methionine,D-Methionine,D-Methionine
413,bmse,bmse000451,Cyclohexylamine,Cyclohexylamine,Cyclohexylamine
414,bmse,bmse000452,Hypotaurine,Hypotaurine,Hypotaurine
415,bmse,bmse000453,Ureidosuccinic_acid,Ureidosuccinic acid,Ureidosuccinic acid
416,bmse,bmse000454,purine,purine,purine
417,bmse,bmse000455,4_Hydroxyphenylacetic_acid,4-Hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid
418,bmse,bmse000457,5_Hydroxy_L_tryptophan,5-Hydroxy-L-tryptophan,5-Hydroxy-L-tryptophan
419,bmse,bmse000458,p_Cresol,p-Cresol,p-Cresol
420,bmse,bmse000459,Ferulic_acid,Ferulic acid,Ferulic acid
421,bmse,bmse000460,Maleamic_acid,Maleamic acid,Maleamic acid
422,bmse,bmse000461,4_Chlorophenol,4-Chlorophenol,4-Chlorophenol
423,bmse,bmse000462,4_Aminophenol,4-Aminophenol,4-Aminophenol
424,bmse,bmse000463,trans_trans_Muconic_acid,trans-trans-Muconic acid,trans-trans-Muconic acid
425,bmse,bmse000464,Acetyl_L_carnitine,Acetyl-L-carnitine hydrochloride,Acetyl-L-carnitine
426,bmse,bmse000465,Phthalaldehydic_acid,Phthalaldehydic acid,Phthalaldehydic acid
427,bmse,bmse000466,DL_beta_leucine,DL-beta-leucine,DL-beta-leucine
428,bmse,bmse000467,Acetaldehyde_oxime_mixture,Acetaldehyde oxime mixture of syn and anti,Acetaldehyde oxime mixture of syn and anti
429,bmse,bmse000468,4_Acetamidobutyric_acid,4-Acetamidobutyric acid,4-Acetamidobutyric acid
430,bmse,bmse000469,cis_1_2_cyclohexanediol,"cis-1,2-cyclohexanediol","cis-1,2-cyclohexanediol"
431,bmse,bmse000470,biuret,biuret,biuret
432,bmse,bmse000471,Glyoxylic_acid,Glyoxylic acid monhydrate,Glyoxylic acid
433,bmse,bmse000472,17_alpha_hydroxyprogesterone,17-alpha-hydroxyprogesterone,17-alpha-hydroxyprogesterone
434,bmse,bmse000473,3_2_hydroxyethyl_indole,3-(2-hydroxyethyl)indole,3-(2-hydroxyethyl)indole
435,bmse,bmse000474,3_methylcrotonaldehyde,3-methylcrotonaldehyde,3-methylcrotonaldehyde
436,bmse,bmse000475,4_methylcatechol,4-methylcatechol,4-methylcatechol
437,bmse,bmse000476,5_pregnen_3_beta_ol_20_one,5-pregnen-3-beta-ol-20-one,5-pregnen-3-beta-ol-20-one
438,bmse,bmse000477,beta_sitosterol,beta-sitosterol,beta-sitosterol
439,bmse,bmse000479,N_acetyl_D_Phenyl_alanine,N-acetyl-D-Phenyl alanine,N-acetyl-D-Phenyl alanine
440,bmse,bmse000480,octane,Octane,Octane
441,bmse,bmse000481,phenyl_acetate,Phenyl Acetate,Phenyl Acetate
442,bmse,bmse000482,progesterone,Progesterone,Progesterone
443,bmse,bmse000483,R_2_Pyrrolidinone_5_carboxylate,R-(+)-2-Pyrrolidinone-5-carboxylate,R-(+)-2-Pyrrolidinone-5-carboxylate
444,bmse,bmse000484,squalene,squalene,squalene
445,bmse,bmse000485,stearic_acid,Stearic Acid,Stearic Acid
446,bmse,bmse000486,vanillic_acid,vanillic acid,vanillic acid
447,bmse,bmse000487,1_hexadecanol,1-Hexadecanol,1-Hexadecanol
448,bmse,bmse000488,3_indoleacetonitrile,3-indoleacetonitrile,3-indoleacetonitrile
449,bmse,bmse000489,5_alpha_cholestan_3_one,5-alpha-cholestan-3-one,5-alpha-cholestan-3-one
450,bmse,bmse000490,5_alpha_pregnane_3_20_dione,"5-alpha-pregnane-3,20-dione(allo)","5-alpha-pregnane-3,20-dione(allo)"
451,bmse,bmse000491,alpha_pinene_oxide,alpha-pinene-oxide,alpha-pinene-oxide
452,bmse,bmse000493,epsilon_caprolactone,Epsilon-caprolactone,Epsilon-caprolactone
453,bmse,bmse000494,ergosterol,Ergosterol,Ergosterol
454,bmse,bmse000495,fenchol,Fenchol,Fenchol
455,bmse,bmse000496,indanone,Indanone,Indanone
456,bmse,bmse000497,linoleic_acid,Linoleic Acid,Linoleic Acid
457,bmse,bmse000498,neomenthol,"(1S,2S,5R)-(+)-neomenthol","(1S,2S,5R)-(+)-neomenthol"
458,bmse,bmse000499,nonanoic_acid,Nonanoic Acid,Nonanoic Acid
459,bmse,bmse000500,R_carvone,(R)-(-)-Carvone,(R)-(-)-Carvone
460,bmse,bmse000501,retinyl_palmitate,Retinyl palmitate,Retinyl palmitate
461,bmse,bmse000502,octanoic_acid,Octanoic Acid,Octanoic Acid
462,bmse,bmse000503,p_cymene,p-cymene,p-cymene
463,bmse,bmse000504,terpinolene,Terpinolene,Terpinolene
464,bmse,bmse000506,biphenyl,biphenyl,biphenyl
465,bmse,bmse000507,cholecalciferol,cholecalciferol,cholecalciferol
466,bmse,bmse000508,cuminaldehyde,cuminaldehyde,cuminaldehyde
469,bmse,bmse000511,quinidine,quinidine,quinidine
470,bmse,bmse000512,cortexolone,cortexolone,cortexolone
471,bmse,bmse000513,1_4_cyclohexanedione,"1,4-cyclohexanedione","1,4-cyclohexanedione"
472,bmse,bmse000514,2_indanone,2-Indanone,2-Indanone
473,bmse,bmse000515,2_methylbenzyl_alcohol,2-methylbenzyl alcohol,2-methylbenzyl alcohol
474,bmse,bmse000516,3_methylindole,3-methylindole,3-methylindole
475,bmse,bmse000517,4_4_dichlorobenzophenone,"4,4-dichlorobenzophenone","4,4-dichlorobenzophenone"
476,bmse,bmse000518,4_chloroacetophenone,4-chloroacetophenone,4-chloroacetophenone
477,bmse,bmse000519,4_cholesten_3_one,(+)-4-cholesten-3-one,(+)-4-cholesten-3-one
478,bmse,bmse000520,4_methylbenzyl_alcohol,4-methylbenzyl alcohol,4-methylbenzyl alcohol
479,bmse,bmse000521,9_fluorenone,9-fluorenone,9-fluorenone
480,bmse,bmse000522,adrenosterone,adrenosterone,adrenosterone
481,bmse,bmse000523,eucalyptol,eucalyptol,eucalyptol
482,bmse,bmse000524,fluorene,fluorene,fluorene
483,bmse,bmse000525,jasmonic_acid,jasmonic acid,jasmonic acid
484,bmse,bmse000526,o_xylene,o-xylene,o-xylene
485,bmse,bmse000527,p_tolualdehyde,p-tolualdehyde,p-tolualdehyde
486,bmse,bmse000528,stigmasterol,stigmasterol,stigmasterol
487,bmse,bmse000529,11_alpha_hydroxyprogesterone,11-alpha-hydroxyprogesterone,11-alpha-hydroxyprogesterone
488,bmse,bmse000530,1_2_3_4_tetrahydronaphthalene,"1,2,3,4-tetrahydronaphthalene","1,2,3,4-tetrahydronaphthalene"
489,bmse,bmse000531,1_methylnaphthalene,1-methylnaphthalene,1-methylnaphthalene
490,bmse,bmse000532,1_naphthaldehyde,1-naphthaldehyde,1-naphthaldehyde
491,bmse,bmse000533,1R_2R_4R_dihydrocarveol,"(1R,2R,4R)-dihydrocarveol","(1R,2R,4R)-dihydrocarveol"
492,bmse,bmse000534,1R_myrtenal,(1R)-(-)-myrtenal,(1R)-(-)-myrtenal
493,bmse,bmse000535,21_hydroxyprogesterone,21-hydroxyprogesterone,21-hydroxyprogesterone
494,bmse,bmse000536,2_hexenal,2-hexenal,2-hexenal
495,bmse,bmse000537,2_methylnaphthalene,2-methylnaphthalene,2-methylnaphthalene
496,bmse,bmse000538,3_hydroxy_2_methyl_4_pyrone,3-hydroxy-2-methyl-4-pyrone,3-hydroxy-2-methyl-4-pyrone
497,bmse,bmse000539,3_isochromanone,3-isochromanone,3-isochromanone
498,bmse,bmse000540,3_methylbenzyl_alcohol,3-methylbenzyl alcohol,3-methylbenzyl alcohol
499,bmse,bmse000541,5_alpha_cholestan_3_beta_ol,5-alpha-cholestan-3-beta-ol,5-alpha-cholestan-3-beta-ol
500,bmse,bmse000542,alpha_lipoic_acid,alpha-lipoic acid,alpha-lipoic acid
501,bmse,bmse000543,androsterone,androsterone,androsterone
502,bmse,bmse000544,cholesteryl_palmitate,cholesteryl palmitate,cholesteryl palmitate
503,bmse,bmse000545,cyclohexane,cyclohexane,cyclohexane
504,bmse,bmse000546,cyclohexanecarboxylic_acid,cyclohexanecarboxylic acid,cyclohexanecarboxylic acid
505,bmse,bmse000547,delta_tocopherol,delta-tocopherol,delta-tocopherol
506,bmse,bmse000548,dibenzofuran,dibenzofuran,dibenzofuran
507,bmse,bmse000549,estrone,estrone,estrone
508,bmse,bmse000550,ethyl_heptanoate,ethyl heptanoate,ethyl heptanoate
509,bmse,bmse000551,methyl_jasmonate,methyl jasmonate,methyl jasmonate
510,bmse,bmse000552,m_tolualdehyde,m-tolualdehyde,m-tolualdehyde
511,bmse,bmse000553,m_toluic_acid,m-toluic acid,m-toluic acid
512,bmse,bmse000554,m_xylene,m-xylene,m-xylene
513,bmse,bmse000555,myrtenol,myrtenol,myrtenol
514,bmse,bmse000556,o_tolualdehyde,o-tolualdehyde,o-tolualdehyde
515,bmse,bmse000557,o_toluic_acid,o-toluic acid,o-toluic acid
516,bmse,bmse000558,pentadecanoic_acid,pentadecanoic acid,pentadecanoic acid
517,bmse,bmse000559,perillyl_alcohol,(s)-(-)-perillyl alcohol,(s)-(-)-perillyl alcohol
518,bmse,bmse000560,phenanthrene,phenanthrene,phenanthrene
519,bmse,bmse000561,pinocarveol,pinocarveol,pinocarveol
520,bmse,bmse000562,retinoic_acid,retinoic acid,retinoic acid
521,bmse,bmse000563,undecanoic_acid,undecanoic acid,undecanoic acid
522,bmse,bmse000564,9_hydroxyfluorene,9-hydroxyfluorene,9-hydroxyfluorene
523,bmse,bmse000565,cis_5_dodecenoic_acid,cis-5-dodecenoic acid,cis-5-dodecenoic acid
524,bmse,bmse000566,glyceryl_tridecanoate,glyceryl tridecanoate,glyceryl tridecanoate
525,bmse,bmse000567,tetrabromobisphenol_A,"3,3,5,5-tetrabromobisphenol A",tetrabromobisphenol A
526,bmse,bmse000568,1_2_dichloroethane,"1,2-dichloroethane","1,2-dichloroethane"
527,bmse,bmse000569,1_6_anhydro_beta_d_glucose,"1,6-anhydro-beta-d-glucose","1,6-anhydro-beta-d-glucose"
528,bmse,bmse000570,2_hydroxy_3_methylbutyric_acid,(S)-(+)-2-hydroxy-3-methylbutyric acid,(S)-(+)-2-hydroxy-3-methylbutyric acid
529,bmse,bmse000571,2_hydroxyhexanoic_acid,2-hydroxyhexanoic acid,2-hydroxyhexanoic acid
530,bmse,bmse000572,2_hydroxyoctanoic_acid,2-hydroxyoctanoic acid,2-hydroxyoctanoic acid
531,bmse,bmse000573,3_hydroxymandelic_acid,3-hydroxymandelic acid,3-hydroxymandelic acid
532,bmse,bmse000574,3_Methyl_2_oxopentanoic_acid,3-methyl-2-oxopentanoic acid,3-methyl-2-oxopentanoic acid
533,bmse,bmse000575,3_methylglutaric_acid,3-methylglutaric acid,3-methylglutaric acid
534,bmse,bmse000576,acetosyringone,acetosyringone,acetosyringone
535,bmse,bmse000577,cotinine,(-)-cotinine,(-)-cotinine
536,bmse,bmse000578,ethylmalonic_acid,ethylmalonic acid,ethylmalonic acid
537,bmse,bmse000579,monoethyl_malonate,monoethyl malonate,monoethyl malonate
538,bmse,bmse000581,3_methyl_2_butenoic_acid,3-methyl-2-butenoic acid,3-methyl-2-butenoic acid
539,bmse,bmse000582,4_Hydroxybenzaldehyde,4-Hydroxybenzaldehyde,4-Hydroxybenzaldehyde
540,bmse,bmse000583,4_hydroxybenzoic_acid,4-hydroxy-benzoic acid,4-Hydroxy-benzoic acid
541,bmse,bmse000584,acetovanillone,acetovanillone,acetovanillone
542,bmse,bmse000585,dihydroconiferyl_alcohol,dihydroconiferyl alcohol,dihydroconiferyl alcohol
543,bmse,bmse000586,dihydro_sinapyl_alcohol,dihydro-sinapyl alcohol,dihydro-sinapyl alcohol
544,bmse,bmse000587,Ferulic_acid,Ferulic acid,Ferulic acid
545,bmse,bmse000588,gly_pro,gly-pro,gly-pro
546,bmse,bmse000589,methyl_sinapate,methyl sinapate,methyl sinapate
547,bmse,bmse000590,palmitic_acid,palmitic acid,palmitic acid
548,bmse,bmse000591,p_coumaric_acid,p-coumaric acid,p-coumaric acid
549,bmse,bmse000592,p_coumaryl_alcohol,p-coumaryl alcohol,p-coumaryl alcohol
550,bmse,bmse000593,p_hydroxyacetophenone,p-hydroxyacetophenone,p-hydroxyacetophenone
551,bmse,bmse000594,sinapinic_acid,sinapinic acid,sinapinic acid
552,bmse,bmse000595,syringaldehyde,syringaldehyde,syringaldehyde
553,bmse,bmse000596,trans_3_hexenedioic_acid,trans-3-hexenedioic acid,trans-3-hexenedioic acid
554,bmse,bmse000597,vanillin,vanillin,vanillin
555,bmse,bmse000598,17_alpha_hydroxyprogesterone,17-alpha-hydroxyprogesterone,17-alpha-hydroxyprogesterone
556,bmse,bmse000599,4_isopropylbenzyl_alcohol,4-isopropylbenzyl alcohol,4-isopropylbenzyl alcohol
557,bmse,bmse000600,alpha_tocopherol,(+)alpha-tocopherol,(+)alpha-tocopherol
558,bmse,bmse000601,coniferaldehyde,coniferaldehyde,coniferaldehyde
559,bmse,bmse000602,coniferyl_alcohol,coniferyl alcohol,coniferyl alcohol
560,bmse,bmse000603,cyclohexanecarboxylic_acid,cyclohexanecarboxylic acid,cyclohexanecarboxylic acid
561,bmse,bmse000604,linoleic_acid,Linoleic Acid,Linoleic Acid
562,bmse,bmse000605,methyl_4_coumarate,methyl 4-coumarate,methyl 4-coumarate
563,bmse,bmse000606,sinapaldehyde,sinapaldehyde,sinapaldehyde
564,bmse,bmse000607,syringic_acid,syringic acid,syringic acid
565,bmse,bmse000608,coniferin,coniferin,coniferin
566,bmse,bmse000609,methyl_ferulate,methyl ferulate,methyl ferulate
567,bmse,bmse000610,n_acetylglycine,n-acetylglycine,n-acetylglycine
568,bmse,bmse000611,p_coumaraldehyde,p-coumaraldehyde,p-coumaraldehyde
569,bmse,bmse000612,sinapyl_alcohol,sinapyl alcohol,sinapyl alcohol
570,bmse,bmse000613,syringin,syringin,syringin
571,bmse,bmse000614,vanillic_acid,vanillic acid,vanillic acid
572,bmse,bmse000615,2_furoylglycine,2-furoylglycine,2-furoylglycine
573,bmse,bmse000616,2_octenoic_acid,2-octenoic acid,2-octenoic acid
574,bmse,bmse000617,2_phenylbutyric_acid,2-phenylbutyric acid,2-phenylbutyric acid
575,bmse,bmse000618,3_hydroxy_4_methoxycinnamic_acid,3-hydroxy-4-methoxycinnamic acid,3-hydroxy-4-methoxycinnamic acid
576,bmse,bmse000619,3_methyladipic_acid,3-methyladipic acid,3-methyladipic acid
577,bmse,bmse000620,3_methylsalicylic_acid,3-methylsalicylic acid,3-methylsalicylic acid
578,bmse,bmse000621,3_pyridine_aldoxime,3-pyridine aldoxime,3-pyridine aldoxime
579,bmse,bmse000622,3_pyridinecarbonitrile,3-pyridinecarbonitrile,3-pyridinecarbonitrile
580,bmse,bmse000623,4_hydroxybenzyl_alcohol,4-hydroxybenzyl alcohol,4-hydroxybenzyl alcohol
581,bmse,bmse000624,4_methylsalicylic_acid,4-methylsalicylic acid,4-methylsalicylic acid
582,bmse,bmse000625,4_methylvaleric_acid,4-methylvaleric acid,4-methylvaleric acid
583,bmse,bmse000626,5_methoxytryptamine,5_methoxytryptamine,5_methoxytryptamine
584,bmse,bmse000627,bilirubin,bilirubin,bilirubin
585,bmse,bmse000628,cis_fenpropimorph,cis-fenpropimorph,cis-fenpropimorph
586,bmse,bmse000629,L_4_hydroxyphenylglycine,L-4-hydroxyphenylglycine,L-4-hydroxyphenylglycine
587,bmse,bmse000630,N_cyclohexylformamide,N-cyclohexylformamide,N-cyclohexylformamide
588,bmse,bmse000631,O_phospho_DL_threonine,O-phospho-DL-threonine,O-phospho-DL-threonine
589,bmse,bmse000632,sulfoacetic_acid,sulfoacetic acid,sulfoacetic acid
590,bmse,bmse000633,tetrachloroethylene,tetrachloroethylene,tetrachloroethylene
591,bmse,bmse000634,4_4_DDT,"4,4-DDT","4,4-DDT"
592,bmse,bmse000638,s_perillaldehyde,(S)-(-)-perillaldehyde,(S)-(-)-perillaldehyde
593,bmse,bmse000639,1_methylnicotinamide,1-methylnicotinamide iodide,1-methylnicotinamide
594,bmse,bmse000640,2_4_5_trichlorophenoxyacetic_acid,"2,4,5-trichlorophenoxyacetic acid","2,4,5-trichlorophenoxyacetic acid"
595,bmse,bmse000641,3_Ureidopropionic_acid,3-ureidopropionic acid,3-ureidopropionic acid
596,bmse,bmse000642,beta_estradiol,beta-Estradiol,beta-Estradiol
597,bmse,bmse000643,elaidic_acid,elaidic acid,elaidic acid
598,bmse,bmse000644,glycodesoxycholic_acid,glycodesoxycholic acid,glycodesoxycholic acid
599,bmse,bmse000645,indole_3_carboxaldehyde,indole-3-carboxaldehyde,indole-3-carboxaldehyde
600,bmse,bmse000646,indole_3_pyruvic_acid,indole-3-pyruvic acid,indole-3-pyruvic acid
601,bmse,bmse000647,metaldehyde,metaldehyde,metaldehyde
602,bmse,bmse000648,rosmarinic_acid,rosmarinic acid,rosmarinic acid
603,bmse,bmse000649,atropine,atropine,atropine
604,bmse,bmse000650,cholic_acid,cholic acid,cholic acid
605,bmse,bmse000651,glycocholic_acid,glycocholic acid hydrate,glycocholic acid
606,bmse,bmse000652,lactulose,lactulose,lactulose
607,bmse,bmse000653,O_O_diethyl_thiophosphate,"O,O-diethyl thiophosphate","O,O-diethyl thiophosphate"
608,bmse,bmse000654,2_methylglutaric_acid,2-methylglutaric acid,2-methylglutaric acid
609,bmse,bmse000655,cis_1_2_dihydronaphthalene_1_2_diol,"cis-1,2-dihydronaphthalene-1,2-diol","cis-1,2-dihydronaphthalene-1,2-diol"
610,bmse,bmse000656,cyanamide,cyanamide,cyanamide
611,bmse,bmse000657,N_cyclohexylsulfamic_acid,N-cyclohexylsulfamic acid,N-cyclohexylsulfamic acid
612,bmse,bmse000658,phenylacetylglycine,phenylacetylglycine,phenylacetylglycine
613,bmse,bmse000659,2_phenylethanol,2-phenylethanol,2-phenylethanol
614,bmse,bmse000660,phosphonoacetic_acid,phosphonoacetic acid,phosphonoacetic acid
615,bmse,bmse000661,2_5_dichlorohydroquinone,"2,5-dichlorohydroquinone","2,5-dichlorohydroquinone"
616,bmse,bmse000662,4_isopropylbenzoic_acid,4-isopropylbenzoic acid,4-isopropylbenzoic acid
617,bmse,bmse000663,cortisone,cortisone,cortisone
618,bmse,bmse000664,erythromycin,erythromycin,erythromycin
619,bmse,bmse000665,trans_dehydroandrosterone,trans_dehydroandrosterone,trans_dehydroandrosterone
620,bmse,bmse000666,carbazole,carbazole,carbazole
621,bmse,bmse000667,alpha_terpineol,alpha_terpineol,alpha_terpineol
622,bmse,bmse000668,benzamide,benzamide,benzamide
623,bmse,bmse000669,corticosterone,corticosterone,corticosterone
624,bmse,bmse000670,p_hydroxyacetophenone,p-hydroxyacetophenone,p-hydroxyacetophenone
